,0
404,9.77E-08
405,-6.71E-06
406,4.80E-05
407,0.000331535
408,0.005124996
409,0.013015726
410,0.010129766
411,-0.000121538
412,-0.000810937
413,0.0001616
414,0.000196968
415,0.002754664
416,0.000977787
417,-0.000184401
418,-6.43E-05
419,-5.58E-06
420,1.02E-06
421,1.20E-19
422,1.98E-08
423,2.47E-06
424,-3.34E-05
425,1.88E-05
426,-8.39E-05
427,-0.005773157
428,0.023337519
429,-0.018922462
430,0.01635376
431,0.041844067
432,0.008421988
433,0.000191278
434,-0.008448037
435,-0.034154053
436,-0.01005373
437,0.002607774
438,0.000458799
439,0.001397807
440,-4.07E-05
441,1.38E-05
442,1.28E-07
443,-4.24E-05
444,0.000304241
445,0.001993385
446,-0.014421316
447,-0.017373808
448,0.062529037
449,0.129669394
450,0.269652643
451,0.034337877
452,-0.172677653
453,-0.032796254
454,0.000824848
455,-0.079675644
456,-0.059625635
457,-0.04215589
458,-0.001262408
459,-0.025482869
460,-0.003037997
461,-0.002597208
462,-2.21E-06
463,3.69E-05
464,0.00205001
465,-0.014129547
466,-0.030594445
467,0.155286817
468,0.028404379
469,0.0039258
470,0.038103101
471,0.321366694
472,0.094906163
473,-0.207310209
474,0.313565223
475,0.262910609
476,0.027153778
477,0.067348872
478,0.049444344
479,-0.050085515
480,0.037890279
481,0.020527762
482,-2.49E-05
483,0.000884865
484,-0.001191234
485,-0.033786706
486,-0.031764554
487,0.431257071
488,0.099600038
489,-0.604804947
490,-0.367615393
491,0.057641349
492,0.428390678
493,-0.029660999
494,0.354975917
495,-0.067441456
496,-0.287804249
497,-0.087687389
498,-0.002416643
499,0.028511348
500,0.085302775
501,0.026354614
502,-4.01E-05
503,0.001648039
504,-0.02696803
505,0.024659757
506,0.233408924
507,0.34452389
508,0.232949704
509,0.009728134
510,0.295767001
511,-0.302889522
512,-0.224938732
513,0.585671871
514,0.956276298
515,-0.225483388
516,-0.512989414
517,-0.433337104
518,-0.122891383
519,0.300933278
520,0.366210599
521,0.089135217
522,0.000506221
523,0.002344192
524,-0.121681625
525,0.171418409
526,0.38648944
527,0.088117581
528,0.322106148
529,0.377918876
530,0.117101038
531,0.311495576
532,0.236850068
533,0.144798527
534,0.724404634
535,-0.119902356
536,-0.397036694
537,0.068489968
538,0.108856954
539,0.394530261
540,0.485594869
541,0.122862121
542,-0.001533122
543,-0.040432621
544,-0.257112475
545,0.248866029
546,0.016076895
547,0.056463223
548,0.467269048
549,0.102898197
550,0.138198727
551,0.670694229
552,0.306650372
553,-0.512890339
554,-0.305037329
555,-0.520820942
556,0.029106677
557,0.029607154
558,0.148467478
559,-0.068624406
560,0.126144522
561,0.188572748
562,-0.006685524
563,-0.062650441
564,-0.111957712
565,0.031279237
566,-0.176531509
567,-0.314598235
568,0.266702509
569,0.218790285
570,0.33628484
571,-0.244237458
572,-0.42780967
573,-1.128165144
574,-0.892633405
575,-0.821068111
576,-0.067682443
577,-0.343651985
578,-0.015118634
579,0.031335023
580,0.202384228
581,0.175938647
582,0.003002772
583,-0.021861933
584,-0.073867122
585,-0.226845594
586,-0.35441967
587,-0.628407601
588,-0.514108327
589,-0.041323524
590,-0.713866855
591,-1.2826179
592,-0.960839869
593,-0.923342884
594,-0.655492698
595,-0.596042778
596,-0.002072119
597,-0.147176175
598,0.222205883
599,-0.110567332
600,0.021150029
601,0.242036924
602,-0.005648971
603,-0.027281968
604,-0.084947446
605,-0.225297739
606,-0.753244241
607,-0.984066037
608,-0.784660243
609,-0.566530986
610,-0.768559687
611,-1.323608551
612,-0.931217082
613,-0.090987074
614,0.322218777
615,0.342833723
616,-0.164690525
617,-0.249502898
618,-0.463933665
619,0.121682373
620,0.173472992
621,-0.079133014
622,-0.041130777
623,-0.107540087
624,-0.02109848
625,-0.265611249
626,-0.062322709
627,-0.060643228
628,0.061335285
629,0.571286659
630,0.351801378
631,-0.033765531
632,0.109853196
633,0.236854605
634,0.424056612
635,0.147888796
636,-0.274699275
637,-0.075956203
638,-0.231146808
639,-0.160609016
640,0.01940413
641,-0.034844201
642,-0.009212606
643,-0.060327948
644,-0.092121361
645,-0.448805646
646,-0.179920369
647,0.723588715
648,0.134984763
649,0.620366387
650,0.427161505
651,0.661922452
652,-0.007194921
653,-0.018133288
654,-0.104218548
655,0.462439707
656,0.516946692
657,0.143838131
658,0.03999388
659,-0.026799145
660,-0.054191891
661,-0.065545223
662,3.00E-05
663,0.013328718
664,0.04747383
665,-0.0293062
666,-0.095115203
667,0.350417673
668,-0.102403887
669,0.162080403
670,0.15406789
671,-0.306018646
672,-0.30588819
673,0.048733838
674,0.225842305
675,0.275558837
676,0.024313266
677,-0.194285897
678,-0.157582808
679,-0.333110837
680,-0.200509096
681,0.006402303
682,-0.001397554
683,0.009988055
684,0.062495912
685,0.310669704
686,0.152463664
687,-0.119070969
688,-0.261656488
689,0.118555378
690,0.034167506
691,-0.362393787
692,-0.042087107
693,0.236067086
694,0.233970387
695,0.356769207
696,0.102715507
697,0.162939353
698,-0.04524503
699,-0.461659682
700,-0.159586301
701,0.003001159
702,-0.000714498
703,0.002412217
704,0.034386943
705,0.334738571
706,0.554790088
707,0.324248615
708,0.043558624
709,0.008992494
710,0.40045359
711,0.173620055
712,0.018112475
713,0.040380659
714,0.065697139
715,0.424322924
716,0.143951466
717,0.127090732
718,0.060370112
719,-0.173578341
720,-0.190446699
721,1.42E-05
722,-7.68E-05
723,-0.001799873
724,0.008606738
725,0.131793799
726,0.258521725
727,0.18011838
728,0.07314852
729,0.376813819
730,0.268484803
731,0.208629841
732,0.162906299
733,0.311872296
734,-0.132021916
735,-0.053937003
736,-0.424337042
737,-0.512617124
738,-0.257008315
739,-0.16291418
740,-0.143047843
741,-0.0190546
742,-5.37E-06
743,-0.000114687
744,-0.001179251
745,-0.019901419
746,0.058461386
747,0.091074298
748,-0.164483031
749,0.024690939
750,0.033213405
751,0.121248544
752,0.180518867
753,0.241252828
754,-0.012926453
755,0.240957522
756,-0.175135109
757,-0.319578696
758,-0.096880397
759,0.030955273
760,-0.018644071
761,-0.003621082
762,6.41E-07
763,9.91E-05
764,0.000126149
765,-0.012597301
766,0.013993572
767,0.021574529
768,-0.071282465
769,-0.046496548
770,-0.016353956
771,-0.014005897
772,0.009580417
773,-0.038304452
774,-0.09144038
775,-0.022935214
776,0.015619223
777,0.025503639
778,0.010786338
779,-0.000366272
780,0.002007806
781,0.000530491
782,-9.09E-19
783,-7.56E-06
784,9.22E-06
785,0.002682382
786,-0.032739223
787,-0.021347822
788,-0.007509947
789,-0.000921356
790,-0.006863831
791,-0.004805566
792,-0.007902227
793,-0.012809863
794,-0.006128033
795,0.000515659
796,0.000659432
797,0.001535172
798,-0.000406553
799,-0.000200638
800,1.92E-05
801,2.77E-20
802,0.244870221
803,1.05E-18
804,5.34E-19
805,3.75E-06
806,-3.76E-05
807,-1.82E-05
808,4.18E-05
809,0.004380864
810,0.011718195
811,0.007176718
812,0.003062907
813,0.000307708
814,6.10E-05
815,0.000456393
816,0.00253024
817,0.000694736
818,-0.000245929
819,-7.69E-05
820,-9.82E-06
821,1.52E-06
822,-3.25E-19
823,-1.62E-09
824,3.10E-06
825,-9.64E-05
826,0.000535565
827,0.000711114
828,-0.000132906
829,0.008238047
830,-0.028014027
831,-0.00343319
832,-0.003580222
833,-0.006296384
834,-0.003086173
835,-0.002554422
836,-0.026581631
837,-0.009352774
838,0.00263651
839,0.002232374
840,0.001705398
841,0.000293964
842,0.000172361
843,-1.75E-07
844,-7.78E-05
845,0.000902423
846,0.00143483
847,-0.008625439
848,0.022805674
849,0.080470614
850,0.082655728
851,0.191999329
852,0.13401123
853,0.093292927
854,0.030635402
855,-0.047973111
856,-0.067525781
857,-0.011716103
858,0.006289284
859,-0.004430769
860,-0.00715202
861,-0.002795073
862,-0.003876276
863,1.36E-06
864,0.000325094
865,0.000947706
866,-0.049282312
867,-0.070834578
868,-0.007206782
869,0.162690466
870,0.3349648
871,0.286034619
872,0.08756006
873,0.099062083
874,-0.123384744
875,-0.130517648
876,-0.107012093
877,-0.017768429
878,-0.056893281
879,-0.148662084
880,-0.190486567
881,-0.011454043
882,0.006711205
883,1.30E-05
884,0.001576551
885,-0.015640883
886,-0.064468763
887,0.045031071
888,-0.107943924
889,0.060953719
890,0.160667156
891,-0.390629142
892,-0.469407896
893,-0.0911374
894,-0.385951733
895,0.051045543
896,-0.263371604
897,-0.267017045
898,-0.097597455
899,-0.1354969
900,-0.157865671
901,-0.150721651
902,0.005878625
903,-3.95E-05
904,-0.003244846
905,0.018247635
906,0.201802096
907,0.272539889
908,0.131516365
909,0.460079918
910,0.309593379
911,0.087314176
912,0.12385728
913,-0.20389459
914,0.014577837
915,0.207058249
916,-0.700876152
917,-0.604941234
918,-0.058467728
919,-0.060937816
920,-0.457617755
921,-0.403685149
922,-0.008047339
923,0.000179235
924,-0.005046157
925,0.005586909
926,0.237910564
927,0.379822809
928,0.262781165
929,-0.214427228
930,-0.543639761
931,-0.004371851
932,-0.063375588
933,-0.634480947
934,0.007953822
935,0.173491503
936,-0.668187586
937,-0.578289674
938,-0.292702469
939,0.067410938
940,-0.015927299
941,-0.433532037
942,-0.035734573
943,4.43E-05
944,-0.050763836
945,-0.190784465
946,0.016787498
947,0.031049972
948,-0.137900879
949,0.05521835
950,-0.142986645
951,0.089574629
952,0.092731359
953,-0.728866515
954,-0.080557241
955,-0.143947545
956,-0.40114008
957,-0.188274706
958,-0.037867547
959,-0.052805361
960,0.008457038
961,-0.487164231
962,0.027943119
963,-0.006188902
964,-0.033292525
965,-0.171730566
966,-0.154949106
967,-0.345881495
968,-0.328720181
969,-0.024797591
970,-0.147147055
971,0.156372913
972,-0.080314418
973,-0.169023914
974,0.287076736
975,0.156192497
976,-0.341704267
977,-0.143751744
978,0.036725339
979,-0.092651082
980,0.256199076
981,-0.316504074
982,0.048281054
983,-0.009515514
984,-0.022727128
985,-0.264484827
986,-0.202158696
987,0.066946099
988,-0.432147987
989,-0.347968654
990,-0.005611204
991,-0.235511573
992,0.123584939
993,0.401642379
994,0.608619222
995,0.761170928
996,0.164444194
997,-0.737870749
998,-0.125667539
999,0.106745217
1000,0.390309622
1001,-0.220983992
1002,0.106490144
1003,0.004033605
1004,-0.155336616
1005,-0.537054545
1006,-0.017424071
1007,-0.162802839
1008,-0.568414401
1009,-0.069876896
1010,0.082104726
1011,0.382837158
1012,0.461480592
1013,0.674218767
1014,0.888639676
1015,0.879489139
1016,-0.121280492
1017,-0.757394111
1018,-0.414036575
1019,-0.104533548
1020,0.425547453
1021,-0.258106109
1022,-0.187303711
1023,0.00276706
1024,-0.049288526
1025,-0.466445389
1026,-0.00357405
1027,-0.249919744
1028,-1.192597947
1029,-0.209272884
1030,0.487689852
1031,0.648168643
1032,0.446845422
1033,-0.072176013
1034,-0.065190247
1035,0.2932395
1036,0.030595723
1037,0.038472013
1038,-0.23814166
1039,0.594447444
1040,-0.039779905
1041,-0.352188627
1042,-0.145285491
1043,0.010590336
1044,-0.124035478
1045,-0.365143041
1046,-0.141285194
1047,-0.270730854
1048,-0.799208051
1049,-0.4571392
1050,-0.088225827
1051,-0.31395092
1052,-0.13669265
1053,-0.07373828
1054,0.460745363
1055,0.182097667
1056,-0.879308238
1057,-0.674635088
1058,-0.242639972
1059,0.419889557
1060,0.008103982
1061,-0.483935611
1062,-0.020961717
1063,0.006097254
1064,-0.07984928
1065,-0.155549864
1066,-0.285763793
1067,-0.563617473
1068,-0.246542199
1069,-0.387783577
1070,-0.305774877
1071,0.243675897
1072,0.377192511
1073,0.593188778
1074,0.448286518
1075,-0.286146419
1076,-0.974016076
1077,-0.847259585
1078,-0.400299992
1079,0.161371917
1080,-0.417828986
1081,-0.358556085
1082,0.022672458
1083,0.001300237
1084,-0.019494964
1085,-0.070324551
1086,0.040846184
1087,0.122257934
1088,-0.252565611
1089,-0.444031337
1090,-0.133837845
1091,0.150313931
1092,0.667923939
1093,0.736285431
1094,0.505801564
1095,-0.224053793
1096,-0.489807256
1097,-0.32916884
1098,-0.075802128
1099,0.21943471
1100,-0.331907482
1101,-0.220121168
1102,0.024497737
1103,0.00040418
1104,-0.008581848
1105,-0.020333703
1106,0.070247187
1107,0.53377245
1108,0.285642108
1109,-0.011767432
1110,0.217410937
1111,0.100529524
1112,0.16707492
1113,0.217178306
1114,0.019781723
1115,-0.510934308
1116,-0.631451461
1117,-0.421658372
1118,0.022315493
1119,0.077069535
1120,-0.240995742
1121,-0.159775173
1122,0.063188251
1123,8.90E-05
1124,-0.00241618
1125,-0.000350479
1126,0.120938753
1127,0.454160983
1128,0.179737093
1129,-0.284584898
1130,-0.339582403
1131,-0.518171151
1132,-0.249019746
1133,-0.014409498
1134,0.106072143
1135,-0.094659708
1136,-0.326710862
1137,-0.321978129
1138,-0.136785268
1139,-0.0504338
1140,-0.102075451
1141,-0.075334324
1142,-0.003516418
1143,-2.81E-05
1144,0.001047414
1145,-0.001478618
1146,-0.047727264
1147,-0.259271993
1148,-0.248335837
1149,-0.508661376
1150,-0.337207122
1151,-0.274227188
1152,-0.086598762
1153,-0.062969189
1154,0.064075116
1155,0.036962061
1156,-0.002577667
1157,-0.152734024
1158,-0.040508633
1159,0.05210893
1160,0.025463159
1161,0.008536069
1162,-0.006082523
1163,5.73E-07
1164,0.000492281
1165,0.000426929
1166,-0.050890569
1167,-0.237059061
1168,-0.012282071
1169,0.025375381
1170,0.005360846
1171,0.0318931
1172,0.007436912
1173,0.025331959
1174,0.053349577
1175,0.000682349
1176,0.008367761
1177,0.000425188
1178,0.00897759
1179,0.00446608
1180,-0.000684798
1181,6.29E-05
1182,0.000492004
1183,-1.12E-18
1184,-4.40E-05
1185,0.001425485
1186,-9.45E-05
1187,-0.151674878
1188,-0.106279533
1189,5.46E-05
1190,-0.013415314
1191,-0.012877582
1192,-0.001413811
1193,0.007376311
1194,0.011073846
1195,0.000315218
1196,0.01454171
1197,0.002077218
1198,-0.001029599
1199,-0.000561355
1200,4.86E-05
1201,1.03E-06
1202,9.28E-19
1203,0.174894804
1204,-8.80E-19
1205,-6.01E-19
1206,-7.37E-06
1207,5.44E-05
1208,0.000257012
1209,0.001172475
1210,0.000865399
1211,-0.001641641
1212,-0.000953248
1213,-0.002639177
1214,-0.000598013
1215,-0.000346431
1216,-0.001010554
1217,-0.001304089
1218,-0.003740064
1219,-0.002307152
1220,0.000104768
1221,-1.31E-06
1222,4.01E-07
1223,2.14E-19
1224,-2.97E-07
1225,2.17E-06
1226,0.000384099
1227,-0.002970649
1228,-0.010587175
1229,-0.012705741
1230,-0.008227494
1231,0.010497233
1232,0.016527682
1233,0.030801769
1234,-0.00069945
1235,-0.006244872
1236,-0.000515402
1237,0.008922633
1238,0.0431868
1239,0.024056357
1240,-0.004216937
1241,-0.008124515
1242,-0.001591809
1243,0.000158118
1244,2.71E-06
1245,-7.14E-05
1246,-0.003831482
1247,0.030945954
1248,0.179039926
1249,0.356974742
1250,0.343141635
1251,0.255498935
1252,0.126851342
1253,0.227396375
1254,0.283643497
1255,0.18610186
1256,0.150052366
1257,0.160268103
1258,0.186577526
1259,0.173923064
1260,0.100564297
1261,0.17616441
1262,0.01015384
1263,-0.001705076
1264,9.75E-06
1265,0.000411936
1266,-0.019279617
1267,0.097757971
1268,0.4687259
1269,0.66122539
1270,0.595134638
1271,0.162077923
1272,-0.346120451
1273,-0.356686483
1274,0.112105441
1275,0.568713898
1276,0.605418798
1277,0.396635897
1278,0.147231488
1279,0.042744242
1280,0.08294722
1281,0.317159249
1282,0.081322867
1283,-0.004081109
1284,1.97E-05
1285,0.000744249
1286,-0.030677936
1287,0.182640554
1288,0.824021255
1289,0.790510032
1290,0.2806088
1291,-0.133740592
1292,-0.899552809
1293,-1.1271185
1294,-0.127117222
1295,0.588514326
1296,0.391619788
1297,0.188113753
1298,-0.03925485
1299,-0.304058426
1300,0.118075539
1301,0.326779197
1302,0.038152986
1303,0.000276255
1304,-0.000273873
1305,-0.002825401
1306,-0.003147829
1307,0.423019617
1308,0.933130599
1309,0.41875222
1310,-0.142489767
1311,-0.38835961
1312,-1.050375331
1313,-1.004413213
1314,-0.013730596
1315,0.436944758
1316,0.011684939
1317,0.289573774
1318,0.330646933
1319,-0.126456589
1320,0.051296937
1321,0.846751969
1322,0.155634101
1323,0.020078103
1324,-0.00135529
1325,-5.84E-05
1326,0.003815055
1327,0.067839764
1328,0.215390792
1329,-0.294579737
1330,-0.356978104
1331,-0.667073621
1332,-1.039345836
1333,-0.634574488
1334,-0.039551577
1335,-0.063736498
1336,-0.181746433
1337,0.091799595
1338,0.446378365
1339,0.42727743
1340,-0.069777804
1341,0.130232628
1342,0.260615211
1343,0.009142429
1344,-0.001457156
1345,-0.006686064
1346,-0.01877022
1347,0.055576508
1348,0.189984662
1349,0.210831609
1350,0.309272068
1351,-0.680983404
1352,-0.904043714
1353,-0.37120434
1354,-0.16624319
1355,-0.49121686
1356,-0.515549222
1357,-0.527817694
1358,-0.264799862
1359,-0.030877216
1360,-0.132879463
1361,-0.210349279
1362,0.387276862
1363,-0.037247885
1364,-0.007550757
1365,0.048430562
1366,0.181085281
1367,0.347465796
1368,0.180517865
1369,0.201699478
1370,-0.137526777
1371,-0.642122544
1372,-0.181314732
1373,-0.521903642
1374,-0.437585004
1375,-0.375595468
1376,-0.454263059
1377,-0.026705867
1378,0.004026865
1379,0.280053572
1380,-0.149057747
1381,-0.069294443
1382,0.36873119
1383,-0.069243871
1384,-0.010857906
1385,0.068737238
1386,0.389293242
1387,0.818084249
1388,0.050137933
1389,0.290711498
1390,0.341225931
1391,-0.896882897
1392,-0.659118339
1393,-0.816627768
1394,-0.424211544
1395,-0.246329964
1396,-0.648582552
1397,0.097917011
1398,0.346746044
1399,-0.183226404
1400,-0.001810539
1401,-0.096766608
1402,0.149420602
1403,-0.021102427
1404,0.002771387
1405,-0.134708586
1406,0.15651721
1407,0.337726622
1408,-0.096337419
1409,0.482609158
1410,0.477702574
1411,-0.207991384
1412,-0.268717959
1413,-1.177631063
1414,-0.685276396
1415,-0.478914117
1416,-0.483779972
1417,0.289563538
1418,0.249078498
1419,-0.259350236
1420,0.223269737
1421,0.004559966
1422,-0.001299356
1423,0.002763433
1424,0.028332752
1425,-0.03329038
1426,-0.050574057
1427,-0.109463721
1428,0.172855967
1429,0.414200653
1430,0.541262795
1431,0.928247665
1432,-0.116527279
1433,-0.613074233
1434,-0.800892223
1435,-0.156283754
1436,0.205254277
1437,0.160946902
1438,0.086391667
1439,-0.043756939
1440,0.244753697
1441,-0.098594004
1442,-0.040252527
1443,0.038390938
1444,0.018347098
1445,-0.106523258
1446,0.202792295
1447,0.140716748
1448,0.244186262
1449,0.543248084
1450,0.483634644
1451,1.170278609
1452,0.514895513
1453,0.382457036
1454,-0.466110284
1455,-0.214668938
1456,0.226609629
1457,0.40542102
1458,0.176547157
1459,-0.06926929
1460,0.335569573
1461,0.000359121
1462,0.061980028
1463,0.060943901
1464,0.01124021
1465,-0.155109021
1466,-0.183774119
1467,0.046843558
1468,0.206854891
1469,0.016832107
1470,0.262821258
1471,0.646260844
1472,0.496805963
1473,0.087273498
1474,-0.049034748
1475,0.503902273
1476,0.857021238
1477,0.339249758
1478,0.051695917
1479,0.191957743
1480,0.295563444
1481,0.158589562
1482,0.154844399
1483,0.093597808
1484,0.004023122
1485,-0.106496841
1486,-0.068789936
1487,-0.149621314
1488,0.0159328
1489,0.080593594
1490,0.101808302
1491,0.558559398
1492,0.306696695
1493,-0.265018925
1494,0.039565552
1495,0.429690134
1496,0.129909432
1497,-0.110648284
1498,0.614377692
1499,0.441521807
1500,0.13217629
1501,0.094880977
1502,0.04630997
1503,0.057260324
1504,0.002795608
1505,-0.077562262
1506,0.065697899
1507,-0.083471129
1508,-0.321507805
1509,-0.252863141
1510,0.227002863
1511,0.60653022
1512,-0.054919301
1513,-0.255402002
1514,0.074272631
1515,0.209864174
1516,0.578986648
1517,0.412393119
1518,0.33378241
1519,0.109215404
1520,-0.075034257
1521,0.093604818
1522,0.032906595
1523,0.003022448
1524,-0.000285275
1525,-0.005692048
1526,0.112755172
1527,-0.033319894
1528,-0.27332156
1529,-0.364057357
1530,-0.17074049
1531,0.079300594
1532,-0.134984838
1533,0.068041804
1534,0.220081623
1535,0.150202793
1536,0.124032315
1537,-0.043384502
1538,-0.377373078
1539,-0.339235993
1540,-0.067896552
1541,0.022124955
1542,-0.002234514
1543,-1.68E-05
1544,-0.000676096
1545,0.006822808
1546,0.064899907
1547,0.103967692
1548,-0.032420573
1549,-0.378247904
1550,-0.59124032
1551,-0.197727308
1552,-0.103256637
1553,0.002760923
1554,-0.082157535
1555,0.206947471
1556,0.009258428
1557,-0.110940044
1558,-0.15763334
1559,-0.170825198
1560,-0.031335478
1561,-0.02350842
1562,-0.012183298
1563,0.001559778
1564,2.49E-05
1565,-5.33E-05
